"CPC21code","CPC21partial","CPC2code","CPC2partial"
"39950",0,"39950",0
"39990",0,"39990",0
"41111",0,"41111",0
"41112",0,"41112",0
"41113",0,"41113",0
"41114",0,"41114",0
"41115",0,"41115",0
"41116",0,"41116",0
"41117",0,"41117",0
"41121",0,"41121",0
"41122",0,"41122",0
"41211",0,"41211",0
"41212",0,"41212",0
"41213",0,"41213",0
"41214",0,"41214",0
"41221",0,"41221",0
"41222",0,"41222",0
"41223",0,"41223",0
"41224",0,"41224",0
"41231",0,"41231",0
"41232",0,"41232",0
"41233",0,"41233",0
"41234",0,"41234",0
"41239",0,"41239",0
"41241",0,"41241",0
"41242",0,"41242",0
"41243",0,"41243",0
"41244",0,"41244",0
"41251",0,"41251",0
"41252",0,"41252",0
"41253",0,"41253",0
"41261",0,"41261",0
"41262",0,"41262",0
"41263",0,"41263",0
"41264",0,"41264",0
"41265",0,"41265",0
"41266",0,"41266",0
"41267",0,"41267",0
"41271",0,"41271",0
"41272",0,"41272",0
"41273",0,"41273",0
"41281",0,"41281",0
"41282",0,"41282",0
"41283",0,"41283",0
"41284",0,"41284",0
"41285",0,"41285",0
"41286",0,"41286",0
"41287",0,"41287",0
"41288",0,"41288",0
"41289",0,"41289",0
"41291",0,"41291",0
"41292",0,"41292",0
"41293",0,"41293",0
"41310",0,"41310",0
"41320",0,"41320",0
"41330",0,"41330",0
"41340",0,"41340",0
"41350",0,"41350",0
"41411",0,"41411",0
"41412",0,"41412",0
"41413",0,"41413",0
"41421",0,"41421",0
"41422",0,"41422",0
"41431",0,"41431",0
"41432",0,"41432",0
"41441",0,"41441",0
"41442",0,"41442",0
"41443",0,"41443",0
"41511",0,"41511",0
"41512",0,"41512",0
"41513",0,"41513",0
"41514",0,"41514",0
"41515",0,"41515",0
"41516",0,"41516",0
"41521",0,"41521",0
"41522",0,"41522",0
"41523",0,"41523",0
"41524",0,"41524",0
"41531",0,"41531",0
"41532",0,"41532",0
"41533",0,"41533",0
"41534",0,"41534",0
"41535",0,"41535",0
"41536",0,"41536",0
"41542",0,"41542",0
"41544",0,"41544",0
"41545",0,"41545",0
"41547",0,"41547",0
"41601",0,"41601",0
"41602",0,"41602",0
"41603",0,"41603",0
"41604",0,"41604",0
"42110",0,"42110",0
"42120",0,"42120",0
"42190",0,"42190",0
"42210",0,"42210",0
"42220",0,"42220",0
"42310",0,"42310",0
"42320",0,"42320",0
"42330",0,"42330",0
"42341",0,"42341",0
"42342",0,"42342",0
"42911",0,"42911",0
"42912",0,"42912",0
"42913",0,"42913",0
"42914",0,"42914",0
"42915",0,"42915",0
"42916",0,"42916",0
"42921",0,"42921",0
"42922",0,"42922",0
"42931",0,"42931",0
"42932",0,"42932",0
"42941",0,"42941",0
"42942",0,"42942",0
"42943",0,"42943",0
"42944",0,"42944",0
"42945",0,"42945",0
"42946",0,"42946",0
"42950",0,"42950",0
"42991",0,"42991",0
"42992",0,"42992",0
"42993",0,"42993",0
"42994",0,"42994",0
"42995",0,"42995",0
"42996",0,"42996",0
"42997",0,"42997",0
"42998",0,"42998",0
"42999",0,"42999",0
"43110",0,"43110",0
"43121",0,"43121",0
"43122",0,"43122",0
"43123",0,"43123",0
"43131",0,"43131",0
"43132",0,"43132",0
"43133",0,"43133",0
"43134",0,"43134",0
"43141",0,"43141",0
"43142",0,"43142",0
"43143",0,"43143",0
"43151",0,"43151",0
"43152",0,"43152",0
"43153",0,"43153",0
"43154",0,"43154",0
"43155",0,"43155",0
"43156",0,"43156",0
"43211",0,"43211",0
"43219",0,"43219",0
"43220",0,"43220",0
"43230",0,"43230",0
"43240",0,"43240",0
"43251",0,"43251",0
"43252",0,"43252",0
"43253",0,"43253",0
"43254",0,"43254",0
"43310",0,"43310",0
"43320",0,"43320",0
"43331",0,"43331",0
"43332",0,"43332",0
"43410",0,"43410",0
"43420",0,"43420",0
"43430",0,"43430",0
"43510",0,"43510",0
"43520",0,"43520",0
"43530",0,"43530",0
"43540",0,"43540",0
"43550",0,"43550",0
"43560",0,"43560",0
"43570",0,"43570",0
"43580",0,"43580",0
"43911",0,"43911",0
"43912",0,"43912",0
"43913",0,"43913",0
"43914",0,"43914",0
"43915",0,"43915",0
"43921",0,"43921",0
"43922",0,"43922",0
"43923",0,"43923",0
"43924",0,"43924",0
"43931",0,"43931",0
"43932",0,"43932",0
"43933",0,"43933",0
"43934",0,"43934",0
"43935",0,"43935",0
"43941",0,"43941",0
"43942",0,"43942",0
"43943",0,"43943",0
"43944",0,"43944",0
"43949",0,"43949",0
"44111",0,"44111",0
"44112",0,"44112",0
"44113",0,"44113",0
"44114",0,"44114",0
"44115",0,"44115",0
"44119",0,"44119",0
"44121",0,"44121",0
"44122",0,"44122",0
"44123",0,"44123",0
"44124",0,"44124",0
"44125",0,"44125",0
"44126",0,"44126",0
"44127",0,"44127",0
"44128",0,"44128",0
"44129",0,"44129",0
"44131",0,"44131",0
"44132",0,"44132",0
"44139",0,"44139",0
"44141",0,"44141",0
"44142",0,"44142",0
"44149",0,"44149",0
"44150",0,"44150",0
"44160",0,"44160",0
"44191",0,"44191",0
"44192",0,"44192",0
"44193",0,"44193",0
"44194",0,"44194",0
"44198",0,"44198",0
"44199",0,"44199",0
"44211",1,"44211",0
"44211",1,"44919",1
"44212",0,"44212",0
"44213",0,"44213",0
"44214",0,"44214",0
"44215",0,"44215",0
"44216",0,"44216",0
"44217",0,"44217",0
"44218",0,"44218",0
"44221",0,"44221",0
"44222",0,"44222",0
"44231",0,"44231",0
"44232",0,"44232",0
"44241",0,"44241",0
"44242",0,"44242",0
"44251",1,"44251",0
"44251",1,"44929",1
"44252",0,"44252",0
"44253",0,"44253",0
"44255",0,"44255",0
"44256",0,"44256",0
"44310",0,"44310",0
"44320",0,"44320",0
"44411",0,"44411",0
"44412",0,"44412",0
"44421",0,"44421",0
"44422",0,"44422",0
"44423",0,"44423",0
"44424",0,"44424",0
"44425",0,"44425",0
"44426",0,"44426",0
"44427",0,"44427",0
"44428",0,"44428",0
"44429",0,"44429",0
"44430",0,"44430",0
"44440",0,"44440",0
"44461",0,"44461",0
"44462",0,"44462",0
"44511",0,"44511",0
"44513",0,"44513",0
"44515",0,"44515",0
"44516",0,"44516",0
"44517",0,"44517",0
"44518",0,"44518",0
"44522",0,"44522",0
"44523",0,"44523",0
"44611",0,"44611",0
"44612",0,"44612",0
"44613",0,"44613",0
"44614",0,"44614",0
"44621",0,"44621",0
"44622",0,"44622",0
"44629",0,"44629",0
"44630",0,"44630",0
"44640",0,"44640",0
"44710",0,"44710",0
"44720",0,"44720",0
"44730",0,"44730",0
"44740",0,"44740",0
"44750",0,"44750",0
"44760",0,"44760",0
"44811",0,"44811",0
"44812",0,"44812",0
"44813",0,"44813",0
"44814",0,"44814",0
"44815",0,"44815",0
"44816",0,"44816",0
"44817",0,"44817",0
"44818",0,"44818",0
"44821",0,"44821",0
"44822",0,"44822",0
"44823",0,"44823",0
"44824",0,"44824",0
"44825",0,"44825",0
"44826",0,"44826",0
"44831",0,"44831",0
"44832",0,"44832",0
"44833",0,"44833",0
"44911",0,"44911",0
"44912",0,"44912",0
"44913",0,"44913",0
"44914",0,"44914",0
"44915",0,"44915",0
"44916",0,"44916",0
"44917",0,"44917",0
"44918",0,"44918",0
"44919",0,"44919",1
"44921",0,"44921",0
"44922",0,"44922",0
"44923",0,"44923",0
"44929",0,"44929",1
"45110",0,"45110",0
"45130",0,"45130",0
"45141",0,"45141",0
"45142",0,"45142",0
"45150",0,"45150",0
"45160",0,"45160",0
"45170",0,"45170",0
"45180",0,"45180",0
"45220",1,"45221",0
"45220",1,"45222",0
"45230",0,"45230",0
"45240",0,"45240",0
"45250",0,"45250",0
"45261",0,"45261",0
"45262",0,"45262",0
"45263",0,"45263",0
"45264",0,"45264",0
"45265",0,"45265",0
"45266",0,"45266",0
"45269",0,"45269",0
"45271",0,"45271",0
"45272",0,"45272",0
"45281",0,"45281",0
"45289",0,"45289",0
"45290",0,"45290",0
"46111",0,"46111",0
"46112",0,"46112",0
"46113",0,"46113",0
"46121",0,"46121",0
"46122",0,"46122",0
"46131",0,"46131",0
"46132",0,"46132",0
"46211",0,"46211",0
"46212",0,"46212",0
"46213",0,"46213",0
"46214",0,"46214",0
"46215",0,"46215",0
"46220",0,"46220",0
"46310",0,"46310",0
"46320",0,"46320",0
"46330",0,"46330",0
"46340",0,"46340",0
"46350",0,"46350",0
"46360",0,"46360",0
"46410",0,"46410",0
"46420",0,"46420",0
"46430",0,"46430",0
"46510",0,"46510",0
"46531",0,"46531",0
"46532",0,"46532",0
"46539",0,"46539",0
"46541",0,"46541",0
"46542",0,"46542",0
"46910",0,"46910",0
"46921",0,"46921",0
"46929",0,"46929",0
"46931",0,"46931",0
"46932",0,"46932",0
"46939",0,"46939",0
"46940",0,"46940",0
"46950",0,"46950",0
"46960",0,"46960",0
"47110",0,"47110",0
"47120",0,"47120",0
"47130",0,"47130",0
"47140",0,"47140",0
"47150",0,"47150",0
"47160",0,"47160",0
"47171",0,"47171",0
"47172",0,"47172",0
"47173",0,"47173",0
"47211",0,"47211",0
"47212",0,"47212",0
"47213",0,"47213",0
"47214",0,"47214",0
"47215",0,"47215",0
"47221",0,"47221",0
"47222",0,"47222",0
"47223",0,"47223",0
"47311",0,"47311",0
"47312",0,"47312",0
"47313",0,"47313",0
"47314",0,"47314",0
"47315",0,"47315",0
"47321",0,"47321",0
"47323",0,"47323",0
"47330",0,"47330",0
"47401",0,"47401",0
"47402",0,"47402",0
"47403",0,"47403",0
"47530",0,"47530",0
"47540",0,"47540",0
"47550",0,"47550",0
"47590",0,"47590",0
"47610",0,"47610",0
"47620",0,"47620",0
"47691",0,"47691",0
"47692",0,"47692",0
"47699",0,"47699",0
"47811",0,"47811",0
"47812",0,"47812",0
"47813",0,"47813",0
"47814",0,"47814",0
"47821",0,"47821",0
"47822",0,"47822",0
"47829",0,"47829",0
"47910",0,"47910",0
"47920",0,"47920",0
"48110",0,"48110",0
"48121",0,"48121",0
"48122",0,"48122",0
"48130",0,"48130",0
"48140",0,"48140",0
"48150",0,"48150",0
"48160",0,"48160",0
"48171",0,"48171",0
"48172",0,"48172",0
"48180",0,"48180",0
"48211",0,"48211",0
"48212",0,"48212",0
"48219",0,"48219",0
"48220",0,"48220",0
"48231",0,"48231",0
"48232",0,"48232",0
"48233",0,"48233",0
"48241",0,"48241",0
"48242",0,"48242",0
"48243",0,"48243",0
"48244",0,"48244",0
"48249",0,"48249",0
"48251",0,"48251",0
"48252",0,"48252",0
"48253",0,"48253",0
"48261",0,"48261",0
"48262",0,"48262",0
"48263",0,"48263",0
"48264",0,"48264",0
"48266",0,"48266",0
"48269",0,"48269",0
"48281",0,"48281",0
"48282",0,"48282",0
"48283",0,"48283",0
"48284",0,"48284",0
"48285",0,"48285",0
"48311",0,"48311",0
"48312",0,"48312",0
"48313",0,"48313",0
"48314",0,"48314",0
"48315",0,"48315",0
"48321",0,"48321",0
"48322",0,"48322",0
"48323",0,"48323",1
"48329",1,"48323",1
"48329",1,"48324",0
"48329",1,"48330",0
"48341",0,"48341",0
"48342",0,"48342",0
"48351",0,"48351",0
"48352",0,"48352",0
"48353",0,"48353",0
"48354",0,"48354",0
"48410",0,"48410",0
"48420",0,"48420",0
"48430",0,"48430",0
"48440",0,"48440",0
"48490",0,"48490",0
"49111",0,"49111",0
"49112",0,"49112",0
"49113",0,"49113",0
"49114",0,"49114",0
"49115",0,"49115",0
"49116",0,"49116",0
"49119",0,"49119",0
"49121",0,"49121",0
"49129",0,"49129",0
"49210",0,"49210",0
"49221",0,"49221",0
"49222",0,"49222",0
"49229",0,"49229",0
"49231",0,"49231",0
"49232",0,"49232",0
"49311",0,"49311",0
"49312",0,"49312",0
"49313",0,"49313",0
"49314",0,"49314",0
"49315",0,"49315",0
"49316",0,"49316",0
"49319",0,"49319",0
"49320",0,"49320",0
"49390",0,"49390",0
"49410",0,"49410",0
"49490",0,"49490",0
"49511",0,"49511",0
"49512",0,"49512",0
"49519",0,"49519",0
"49520",0,"49520",0
"49531",0,"49531",0
"49532",0,"49532",0
"49533",0,"49533",0
"49540",0,"49540",0
"49610",0,"49610",0
"49621",0,"49621",0
"49622",0,"49622",0
"49623",0,"49623",0
"49630",0,"49630",0
"49640",0,"49640",0
"49911",0,"49911",0
"49912",0,"49912",0
"49913",0,"49913",0
"49921",0,"49921",0
"49922",0,"49922",0
"49930",0,"49930",0
"49941",0,"49941",0
"49942",0,"49942",0
"53111",0,"53111",0
"53112",0,"53112",0
"53121",0,"53121",0
"53122",0,"53122",0
"53129",0,"53129",0
"53211",0,"53211",0
"53212",0,"53212",0
"53213",0,"53213",0
"53221",0,"53221",0
"53222",0,"53222",0
"53231",0,"53231",0
"53232",0,"53232",0
"53233",0,"53233",0
"53234",0,"53234",0
"53241",0,"53241",0
"53242",0,"53242",0
"53251",0,"53251",0
"53252",0,"53252",0
"53253",0,"53253",0
"53261",0,"53261",0
"53262",0,"53262",0
"53269",0,"53269",0
"53270",0,"53270",0
"53290",0,"53290",0
"54111",0,"54111",0
"54112",0,"54112",0
"54121",0,"54121",0
"54122",0,"54122",0
"54129",0,"54129",0
"54211",0,"54211",0
"54212",0,"54212",0
"54213",0,"54213",0
"54221",0,"54221",0
"54222",0,"54222",0
"54231",0,"54231",0
"54232",0,"54232",0
"54233",0,"54233",0
"54234",0,"54234",0
"54241",0,"54241",0
"54242",0,"54242",0
"54251",0,"54251",0
"54252",0,"54252",0
"54253",0,"54253",0
"54261",0,"54261",0
"54262",0,"54262",0
"54269",0,"54269",0
"54270",0,"54270",0
"54290",0,"54290",0
"54310",0,"54310",0
"54320",0,"54320",0
"54330",0,"54330",0
"54341",0,"54341",0
"54342",0,"54342",0
"54400",0,"54400",0
"54511",0,"54511",0
"54512",0,"54512",0
"54521",0,"54521",0
"54522",0,"54522",0
"54530",0,"54530",0
"54540",0,"54540",0
"54550",0,"54550",0
"54560",0,"54560",0
"54570",0,"54570",0
"54590",0,"54590",0
"54611",0,"54611",0
"54612",0,"54612",0
"54613",0,"54613",0
"54614",0,"54614",0
"54619",0,"54619",0
"54621",0,"54621",0
"54622",0,"54622",0
"54631",0,"54631",0
"54632",0,"54632",0
"54640",0,"54640",0
"54650",0,"54650",0
"54691",0,"54691",0
"54699",0,"54699",0
"54710",0,"54710",0
"54720",0,"54720",0
"54730",0,"54730",0
"54740",0,"54740",0
"54750",0,"54750",0
"54760",0,"54760",0
"54770",0,"54770",0
"54790",0,"54790",0
"61111",0,"61111",0
"61112",0,"61112",0
"61113",0,"61113",0
"61114",0,"61114",0
"61115",0,"61115",0
"61119",0,"61119",0
"61121",0,"61121",0
"61122",0,"61122",0
"61123",0,"61123",0
"61124",0,"61124",0
"61125",0,"61125",0
"61126",0,"61126",0
"61127",0,"61127",0
"61128",0,"61128",0
"61129",0,"61129",0
"61131",0,"61131",0
"61132",0,"61132",0
"61133",0,"61133",0
"61134",0,"61134",0
"61141",0,"61141",0
"61142",0,"61142",0
"61143",0,"61143",0
"61144",0,"61144",0
"61145",0,"61145",0
"61146",0,"61146",0
"61151",0,"61151",0
"61152",0,"61152",0
"61153",0,"61153",0
"61154",0,"61154",0
"61155",0,"61155",0
"61156",0,"61156",0
"61159",0,"61159",0
"61161",0,"61161",0
"61162",0,"61162",0
"61163",0,"61163",0
"61164",0,"61164",0
"61165",0,"61165",0
"61171",0,"61171",0
"61172",0,"61172",0
"61173",0,"61173",0
"61174",0,"61174",0
"61175",0,"61175",0
"61176",0,"61176",0
"61181",0,"61181",0
"61182",0,"61182",0
"61183",0,"61183",0
"61184",0,"61184",0
"61185",0,"61185",0
"61186",0,"61186",0
"61187",0,"61187",0
"61188",0,"61188",0
"61189",0,"61189",0
"61191",0,"61191",0
"61192",0,"61192",0
"61193",0,"61193",0
"61194",0,"61194",0
"61195",0,"61195",0
"61197",0,"61197",0
"61198",0,"61198",0
"61199",0,"61199",0
"61211",0,"61211",0
"61212",0,"61212",0
"61213",0,"61213",0
"61214",0,"61214",0
"61215",0,"61215",0
"61219",0,"61219",0
"61221",0,"61221",0
"61222",0,"61222",0
"61223",0,"61223",0
"61224",0,"61224",0
"61225",0,"61225",0
"61226",0,"61226",0
"61227",0,"61227",0
"61228",0,"61228",0
"61229",0,"61229",0
"61231",0,"61231",0
"61232",0,"61232",0
"61233",0,"61233",0
"61234",0,"61234",0
"61241",0,"61241",0
"61242",0,"61242",0
"61243",0,"61243",0
"61244",0,"61244",0
"61245",0,"61245",0
"61246",0,"61246",0
"61251",0,"61251",0
"61252",0,"61252",0
"61253",0,"61253",0
"61254",0,"61254",0
"61255",0,"61255",0
"61256",0,"61256",0
"61259",0,"61259",0
"61261",0,"61261",0
"61262",0,"61262",0
"61263",0,"61263",0
"61264",0,"61264",0
"61265",0,"61265",0
"61271",0,"61271",0
"61272",0,"61272",0
"61273",0,"61273",0
"61274",0,"61274",0
"61275",0,"61275",0
"61276",0,"61276",0
"61281",0,"61281",0
"61282",0,"61282",0
"61283",0,"61283",0
"61284",0,"61284",0
"61285",0,"61285",0
"61286",0,"61286",0
"61287",0,"61287",0
"61288",0,"61288",0
"61289",0,"61289",0
"61291",0,"61291",0
"61292",0,"61292",0
"61293",0,"61293",0
"61294",0,"61294",0
"61295",0,"61295",0
"61297",0,"61297",0
"61298",0,"61298",0
"61299",0,"61299",0
"62111",0,"62111",0
"62112",0,"62112",0
"62114",0,"62114",0
"62115",0,"62115",0
"62119",0,"62119",0
"62121",0,"62121",0
"62122",0,"62122",0
"62123",0,"62123",0
"62124",0,"62124",0
"62125",0,"62125",0
"62126",0,"62126",0
"62127",0,"62127",0
"62128",0,"62128",0
"62129",0,"62129",0
"62131",0,"62131",0
"62132",0,"62132",0
"62133",0,"62133",0
"62134",0,"62134",0
"62141",0,"62141",0
"62142",0,"62142",0
"62143",0,"62143",0
"62144",0,"62144",0
"62145",0,"62145",0
"62146",0,"62146",0
"62151",0,"62151",0
"62152",0,"62152",0
"62153",0,"62153",0
"62154",0,"62154",0
"62155",0,"62155",0
"62156",0,"62156",0
"62159",0,"62159",0
"62161",0,"62161",0
"62162",0,"62162",0
"62163",0,"62163",0
"62164",0,"62164",0
"62165",0,"62165",0
"62172",0,"62172",0
"62173",0,"62173",0
"62174",0,"62174",0
"62175",0,"62175",0
"62176",0,"62176",0
"62181",0,"62181",0
"62182",0,"62182",0
"62183",0,"62183",0
"62184",0,"62184",0
"62185",0,"62185",0
"62186",0,"62186",0
"62187",0,"62187",0
"62188",0,"62188",0
"62189",0,"62189",0
"62191",0,"62191",0
"62194",0,"62194",0
"62199",0,"62199",0
"62211",0,"62211",0
"62212",0,"62212",0
"62214",0,"62214",0
"62215",0,"62215",0
"62219",0,"62219",0
"62221",0,"62221",0
"62222",0,"62222",0
"62223",0,"62223",0
"62224",0,"62224",0
"62225",0,"62225",0
"62226",0,"62226",0
"62227",0,"62227",0
"62228",0,"62228",0
"62229",0,"62229",0
"62231",0,"62231",0
"62232",0,"62232",0
"62233",0,"62233",0
"62234",0,"62234",0
"62241",0,"62241",0
"62242",0,"62242",0
"62243",0,"62243",0
"62244",0,"62244",0
"62245",0,"62245",0
"62246",0,"62246",0
"62251",0,"62251",0
"62252",0,"62252",0
"62253",0,"62253",0
"62254",0,"62254",0
"62255",0,"62255",0
"62256",0,"62256",0
"62259",0,"62259",0
"62261",0,"62261",0
"62262",0,"62262",0
"62263",0,"62263",0
"62264",0,"62264",0
"62265",0,"62265",0
"62272",0,"62272",0
"62273",0,"62273",0
"62274",0,"62274",0
"62275",0,"62275",0
"62276",0,"62276",0
"62281",0,"62281",0
"62282",0,"62282",0
"62283",0,"62283",0
"62284",0,"62284",0
"62285",0,"62285",0
"62286",0,"62286",0
"62287",0,"62287",0
"62288",0,"62288",0
"62289",0,"62289",0
"62291",0,"62291",0
"62294",0,"62294",0
"62299",0,"62299",0
"62311",0,"62311",0
"62312",0,"62312",0
"62314",0,"62314",0
"62315",0,"62315",0
"62319",0,"62319",0
"62321",0,"62321",0
"62322",0,"62322",0
"62323",0,"62323",0
"62324",0,"62324",0
"62325",0,"62325",0
"62326",0,"62326",0
"62327",0,"62327",0
"62328",0,"62328",0
"62329",0,"62329",0
"62331",0,"62331",0
"62332",0,"62332",0
"62333",0,"62333",0
"62334",0,"62334",0
"62341",0,"62341",0
"62342",0,"62342",0
"62343",0,"62343",0
"62344",0,"62344",0
"62345",0,"62345",0
"62346",0,"62346",0
"62351",0,"62351",0
"62352",0,"62352",0
"62353",0,"62353",0
"62354",0,"62354",0
"62355",0,"62355",0
"62356",0,"62356",0
"62359",0,"62359",0
"62361",0,"62361",0
"62362",0,"62362",0
"62363",0,"62363",0
"62364",0,"62364",0
"62365",0,"62365",0
"62372",0,"62372",0
"62373",0,"62373",0
"62374",0,"62374",0
"62375",0,"62375",0
"62376",0,"62376",0
"62381",0,"62381",0
"62382",0,"62382",0
"62383",0,"62383",0
"62384",0,"62384",0
"62385",0,"62385",0
"62386",0,"62386",0
"62387",0,"62387",0
"62388",0,"62388",0
"62389",0,"62389",0
"62391",0,"62391",0
"62394",0,"62394",0
"62399",0,"62399",0
"62411",0,"62411",0
"62412",0,"62412",0
"62414",0,"62414",0
"62415",0,"62415",0
"62419",0,"62419",0
"62421",0,"62421",0
"62422",0,"62422",0
"62423",0,"62423",0
"62424",0,"62424",0
"62425",0,"62425",0
"62426",0,"62426",0
"62427",0,"62427",0
"62428",0,"62428",0
"62429",0,"62429",0
"62431",0,"62431",0
"62432",0,"62432",0
"62433",0,"62433",0
"62434",0,"62434",0
"62441",0,"62441",0
"62442",0,"62442",0
"62443",0,"62443",0
"62444",0,"62444",0
"62445",0,"62445",0
"62446",0,"62446",0
"62451",0,"62451",0
"62452",0,"62452",0
"62453",0,"62453",0
"62454",0,"62454",0
"62455",0,"62455",0
"62456",0,"62456",0
"62459",0,"62459",0
"62461",0,"62461",0
"62462",0,"62462",0
"62463",0,"62463",0
"62464",0,"62464",0
"62465",0,"62465",0
"62472",0,"62472",0
"62473",0,"62473",0
"62474",0,"62474",0
"62475",0,"62475",0
"62476",0,"62476",0
"62481",0,"62481",0
"62482",0,"62482",0
"62483",0,"62483",0
"62484",0,"62484",0
"62485",0,"62485",0
"62486",0,"62486",0
"62487",0,"62487",0
"62488",0,"62488",0
"62489",0,"62489",0
"62491",0,"62491",0
"62494",0,"62494",0
"62497",0,"62497",0
"62498",0,"62498",0
"62499",0,"62499",0
"62511",0,"62511",0
"62512",0,"62512",0
"62514",0,"62514",0
"62515",0,"62515",0
"62519",0,"62519",0
"62521",0,"62521",0
"62522",0,"62522",0
"62523",0,"62523",0
"62524",0,"62524",0
"62525",0,"62525",0
"62526",0,"62526",0
"62527",0,"62527",0
"62528",0,"62528",0
"62529",0,"62529",0
"62531",0,"62531",0
"62532",0,"62532",0
"62533",0,"62533",0
"62534",0,"62534",0
"62541",0,"62541",0
"62542",0,"62542",0
"62543",0,"62543",0
"62544",0,"62544",0
"62545",0,"62545",0
"62546",0,"62546",0
"62551",0,"62551",0
"62552",0,"62552",0
"62553",0,"62553",0
"62554",0,"62554",0
"62555",0,"62555",0
"62556",0,"62556",0
"62559",0,"62559",0
"62561",0,"62561",0
"62562",0,"62562",0
"62563",0,"62563",0
"62564",0,"62564",0
"62565",0,"62565",0
"62572",0,"62572",0
"62573",0,"62573",0
"62574",0,"62574",0
"62575",0,"62575",0
"62576",0,"62576",0
"62581",0,"62581",0
"62582",0,"62582",0
"62583",0,"62583",0
"62584",0,"62584",0
"62585",0,"62585",0
"62586",0,"62586",0
"62587",0,"62587",0
"62588",0,"62588",0
"62589",0,"62589",0
"62591",0,"62591",0
"62594",0,"62594",0
"62597",0,"62597",0
"62598",0,"62598",0
"62599",0,"62599",0
"63111",0,"63111",0
"63112",0,"63112",0
"63113",0,"63113",0
"63114",0,"63114",0
"63120",0,"63120",0
"63130",0,"63130",0
"63210",0,"63210",0
"63220",0,"63220",0
"63290",0,"63290",0
"63310",0,"63310",0
"63320",0,"63320",0
"63391",0,"63391",0
"63392",0,"63392",0
"63393",0,"63393",0
"63399",0,"63399",0
"63400",0,"63400",0
"64111",0,"64111",0
"64112",0,"64112",0
"64113",0,"64113",0
"64114",0,"64114",0
"64115",0,"64115",0
"64116",0,"64116",0
"64117",0,"64117",0
"64118",0,"64118",0
"64119",0,"64119",0
"64121",0,"64121",0
"64122",0,"64122",0
"64129",0,"64129",0
"64131",0,"64131",0
"64132",0,"64132",0
"64133",0,"64133",0
"64134",0,"64134",0
"64210",0,"64210",0
"64221",0,"64221",0
"64222",0,"64222",0
"64223",0,"64223",0
"64231",0,"64231",0
"64232",0,"64232",0
"64239",0,"64239",0
"64241",0,"64241",0
"64242",0,"64242",0
"64243",0,"64243",0
"64244",0,"64244",0
"64250",0,"64250",0
"65111",0,"65111",0
"65112",0,"65112",0
"65113",0,"65113",0
"65114",0,"65114",0
"65115",0,"65115",1
"65116",0,"65116",0
"65117",0,"65117",0
"65118",0,"65118",0
"65119",1,"65115",1
"65119",1,"65119",0
"65121",0,"65121",0
"65122",0,"65122",0
"65123",0,"65123",0
"65124",0,"65124",0
"65125",0,"65125",0
"65126",0,"65126",0
"65129",0,"65129",0
"65131",0,"65131",0
"65139",0,"65139",0
"65211",0,"65211",0
"65212",0,"65212",0
"65213",0,"65213",0
"65219",0,"65219",0
"65221",0,"65221",0
"65222",0,"65222",0
"65229",0,"65229",0
"65311",0,"65311",0
"65319",0,"65319",0
"65320",0,"65320",0
"66011",0,"66011",0
"66012",0,"66012",0
"66021",0,"66021",0
"66022",0,"66022",0
"66023",0,"66023",0
"66024",0,"66024",0
"66031",0,"66031",0
"66032",0,"66032",0
"67110",0,"67110",0
"67190",0,"67190",0
"67210",0,"67210",0
"67220",0,"67220",0
"67290",0,"67290",0
"67310",0,"67310",0
"67390",0,"67390",0
"67410",0,"67410",0
"67420",0,"67420",0
"67430",0,"67430",0
"67440",0,"67440",0
"67490",0,"67490",0
"67511",0,"67511",0
"67512",0,"67512",0
"67521",0,"67521",0
"67522",0,"67522",0
"67531",0,"67531",0
"67532",0,"67532",0
"67590",0,"67590",0
"67610",0,"67610",0
"67620",0,"67620",0
"67630",0,"67630",0
"67640",0,"67640",0
"67910",0,"67910",0
"67990",0,"67990",0
"68011",0,"68111",0
"68012",0,"68112",0
"68013",0,"68113",0
"68019",0,"68119",0
"68021",0,"68120",1
"68022",0,"68120",1
"68030",0,"68130",0
"69111",0,"69111",0
"69112",0,"69112",0
"69120",0,"69120",0
"69210",0,"69210",0
"69220",0,"69220",0
"69230",0,"69230",0
"71110",0,"71110",0
"71121",0,"71121",0
"71122",0,"71122",0
"71131",0,"71131",0
"71132",0,"71132",0
"71133",0,"71133",0
"71134",0,"71134",0
"71135",0,"71135",0
"71139",0,"71139",0
"71140",0,"71140",0
"71190",0,"71190",0
"71200",0,"71200",0
"71311",0,"71311",0
"71312",0,"71312",0
"71313",0,"71313",0
"71321",0,"71321",0
"71322",0,"71322",0
"71331",0,"71331",0
"71332",0,"71332",0
"71333",0,"71333",0
"71334",0,"71334",0
"71335",0,"71335",0
"71336",0,"71336",0
"71337",0,"71337",0
"71339",0,"71339",0
"71410",0,"71410",0
"71420",0,"71420",0
"71431",0,"71431",0
"71432",0,"71432",0
"71433",0,"71433",0
"71434",0,"71434",0
"71435",0,"71435",0
"71436",0,"71436",0
"71439",0,"71439",0
"71511",0,"71511",0
"71512",0,"71512",0
"71519",0,"71519",0
"71521",0,"71521",0
"71522",0,"71522",0
"71523",0,"71523",0
"71530",0,"71530",0
"71541",0,"71541",0
"71542",0,"71542",0
"71551",0,"71551",0
"71552",0,"71552",0
"71559",0,"71559",0
"71591",0,"71591",0
"71592",0,"71592",0
"71593",0,"71593",0
