"CPC21code","CPC21partial","HS12code","HS12partial"
"21431",1,"2009.12",0
"21431",1,"2009.19",0
"21432",1,"2009.21",0
"21432",1,"2009.29",0
"21433",1,"2009.41",0
"21433",1,"2009.49",0
"21434",1,"2009.61",0
"21434",1,"2009.69",0
"21435",1,"2009.71",0
"21435",1,"2009.79",0
"21439",1,"2009.31",0
"21439",1,"2009.39",0
"21439",1,"2009.81",0
"21439",1,"2009.89",1
"21439",1,"2009.90",1
"21491",0,"2008.20",0
"21492",0,"2008.70",0
"21493",1,"0811.10",0
"21493",1,"0811.20",0
"21493",1,"0811.90",0
"21494",1,"2007.91",0
"21494",1,"2007.99",0
"21495",1,"2008.11",0
"21495",1,"2008.19",0
"21496",1,"0812.10",0
"21496",1,"0812.90",0
"21496",1,"0814.00",0
"21499",1,"1212.99",1
"21499",1,"2001.90",1
"21499",1,"2008.30",0
"21499",1,"2008.40",0
"21499",1,"2008.50",0
"21499",1,"2008.60",0
"21499",1,"2008.80",0
"21499",1,"2008.91",0
"21499",1,"2008.93",0
"21499",1,"2008.97",0
"21499",1,"2008.99",0
"21511",1,"0209.10",0
"21511",1,"0209.90",0
"21512",0,"1502.90",1
"21513",0,"1502.90",1
"21514",0,"1502.90",1
"21515",0,"1502.90",1
"21519",1,"1505.00",1
"21519",1,"1506.00",1
"21521",1,"1501.10",0
"21521",1,"1501.20",0
"21522",0,"1501.90",0
"21523",0,"1502.10",0
"21524",0,"1504.10",0
"21525",0,"1504.20",0
"21526",0,"1504.30",0
"21529",1,"1503.00",0
"21529",1,"1505.00",1
"21529",1,"1506.00",1
"21590",0,"1516.10",0
"21611",0,"1507.10",0
"21612",0,"1507.90",0
"21621",0,"1508.10",0
"21622",0,"1508.90",0
"21631",0,"1512.11",0
"21632",0,"1512.19",0
"21641",1,"1514.11",0
"21641",1,"1514.91",0
"21642",1,"1514.19",0
"21642",1,"1514.99",0
"21651",0,"1511.10",0
"21652",0,"1511.90",0
"21661",0,"1513.11",0
"21662",0,"1513.19",0
"21671",0,"1509.10",0
"21672",0,"1509.90",0
"21673",0,"1510.00",0
"21681",0,"1512.21",0
"21682",0,"1512.29",0
"21691",1,"1513.21",0
"21691",1,"1513.29",0
"21691",1,"1515.11",0
"21691",1,"1515.19",0
"21691",1,"1515.21",0
"21691",1,"1515.29",0
"21691",1,"1515.30",0
"21691",1,"1515.50",0
"21691",1,"1515.90",0
"21693",0,"1516.20",0
"21700",1,"1517.10",0
"21700",1,"1517.90",0
"21800",0,"1404.20",0
"21910",1,"2304.00",0
"21910",1,"2305.00",0
"21910",1,"2306.10",0
"21910",1,"2306.20",0
"21910",1,"2306.30",0
"21910",1,"2306.41",0
"21910",1,"2306.49",0
"21910",1,"2306.50",0
"21910",1,"2306.60",0
"21910",1,"2306.90",0
"21920",1,"1208.10",0
"21920",1,"1208.90",0
"21931",0,"1521.10",0
"21932",0,"1522.00",0
"22110",1,"0401.10",0
"22110",1,"0401.20",1
"22120",1,"0401.40",1
"22120",1,"0401.50",1
"22130",0,"0404.10",0
"22211",1,"0402.21",0
"22211",1,"0402.29",0
"22212",0,"0402.10",0
"22219",0,"0404.90",1
"22221",0,"0402.91",1
"22222",0,"0402.99",1
"22229",1,"0402.91",1
"22229",1,"0402.99",1
"22230",1,"0403.10",0
"22230",1,"0403.90",0
"22241",1,"0405.10",1
"22241",1,"0405.20",1
"22241",1,"0405.90",1
"22242",1,"0405.10",1
"22242",1,"0405.20",1
"22242",1,"0405.90",1
"22249",1,"0405.10",1
"22249",1,"0405.20",1
"22249",1,"0405.90",1
"22251",1,"0406.10",1
"22251",1,"0406.20",1
"22251",1,"0406.30",1
"22251",1,"0406.40",1
"22251",1,"0406.90",1
"22252",1,"0406.10",1
"22252",1,"0406.20",1
"22252",1,"0406.30",1
"22252",1,"0406.40",1
"22252",1,"0406.90",1
"22253",1,"0406.10",1
"22253",1,"0406.20",1
"22253",1,"0406.30",1
"22253",1,"0406.40",1
"22253",1,"0406.90",1
"22254",1,"0406.10",1
"22254",1,"0406.20",1
"22254",1,"0406.30",1
"22254",1,"0406.40",1
"22254",1,"0406.90",1
"22259",1,"0406.10",1
"22259",1,"0406.20",1
"22259",1,"0406.30",1
"22259",1,"0406.40",1
"22259",1,"0406.90",1
"22260",0,"3501.10",0
"22270",0,"2105.00",0
"22290",0,"0404.90",1
"22300",0,"0407.90",0
"23110",0,"1101.00",0
"23120",1,"1102.20",0
"23120",1,"1102.90",0
"23130",1,"1103.11",0
"23130",1,"1103.13",0
"23130",1,"1103.19",0
"23130",1,"1103.20",0
"23140",1,"1104.12",0
"23140",1,"1104.19",0
"23140",1,"1104.22",0
"23140",1,"1104.23",0
"23140",1,"1104.29",0
"23140",1,"1104.30",0
"23140",1,"1904.10",0
"23140",1,"1904.20",0
"23140",1,"1904.30",0
"23140",1,"1904.90",1
"23161",1,"1006.30",0
"23161",1,"1006.40",0
"23162",0,"1006.20",0
"23170",1,"1106.10",0
"23170",1,"1106.20",0
"23170",1,"1106.30",0
"23180",0,"1901.20",0
"23210",1,"1702.11",0
"23210",1,"1702.19",0
"23210",1,"1702.30",0
"23210",1,"1702.40",0
"23210",1,"1702.50",0
"23210",1,"1702.60",0
"23210",1,"1702.90",0
"23220",1,"1108.11",0
"23220",1,"1108.12",0
"23220",1,"1108.13",0
"23220",1,"1108.14",0
"23220",1,"1108.19",0
"23220",1,"1108.20",0
"23220",1,"1109.00",0
"23220",1,"3505.10",0
"23230",0,"1903.00",0
"23311",0,"2309.10",0
"23319",0,"2309.90",0
"23320",0,"1214.10",0
"23410",1,"1905.10",0
"23410",1,"1905.40",0
"23420",1,"1905.20",0
"23420",1,"1905.31",0
"23420",1,"1905.32",0
"23430",0,"1905.90",1
"23490",0,"1905.90",1
"23511",1,"1701.13",0
"23511",1,"1701.14",0
"23512",0,"1701.12",0
"23520",0,"1701.99",0
"23530",1,"1701.91",0
"23530",1,"1702.20",0
"23540",1,"1703.10",0
"23540",1,"1703.90",0
"23610",1,"1803.10",0
"23610",1,"1803.20",0
"23620",0,"1804.00",0
"23630",0,"1805.00",0
"23640",0,"1806.10",0
"23650",0,"1806.20",0
"23660",1,"1806.31",0
"23660",1,"1806.32",0
"23660",1,"1806.90",0
"23670",1,"1704.10",0
"23670",1,"1704.90",0
"23670",1,"2006.00",0
"23710",1,"1902.11",0
"23710",1,"1902.19",0
"23721",1,"1902.20",1
"23721",1,"1902.30",1
"23721",1,"1902.40",1
"23722",1,"1902.20",1
"23722",1,"1902.30",1
"23722",1,"1902.40",1
"23911",1,"0901.12",0
"23911",1,"0901.21",0
"23911",1,"0901.22",0
"23912",1,"0901.90",1
"23912",1,"2101.11",0
"23912",1,"2101.12",0
"23912",1,"2101.30",0
"23913",1,"0902.10",0
"23913",1,"0902.30",0
"23914",0,"2101.20",0
"23921",0,"0904.12",0
"23922",0,"0904.22",0
"23923",1,"0908.12",0
"23923",1,"0908.22",0
"23923",1,"0908.32",0
"23924",1,"0909.22",0
"23924",1,"0909.32",0
"23924",1,"0909.62",0
"23925",0,"0906.20",0
"23926",0,"0907.20",0
"23927",0,"0910.12",0
"23928",0,"0905.20",0
"23929",1,"0910.20",1
"23929",1,"0910.30",1
"23929",1,"0910.91",1
"23929",1,"0910.99",1
"23991",1,"1602.10",0
"23991",1,"1901.10",0
"23991",1,"2005.10",0
"23991",1,"2007.10",0
"23991",1,"2104.20",0
"23992",0,"2104.10",0
"23993",1,"0408.11",0
"23993",1,"0408.19",0
"23993",1,"0408.91",0
"23993",1,"0408.99",0
"23993",1,"3502.11",0
"23993",1,"3502.19",0
"23994",0,"2209.00",0
"23995",1,"2103.10",0
"23995",1,"2103.20",0
"23995",1,"2103.30",0
"23995",1,"2103.90",0
"23996",1,"2102.10",0
"23996",1,"2102.20",0
"23996",1,"2102.30",0
"23997",1,"1904.90",1
"23997",1,"1905.90",1
"23999",1,"1302.12",0
"23999",1,"1302.13",0
"23999",1,"1302.19",0
"23999",1,"1302.20",0
"23999",1,"1302.31",1
"23999",1,"1302.32",0
"23999",1,"1302.39",0
"23999",1,"1901.90",0
"23999",1,"2106.10",0
"23999",1,"2106.90",0
"24110",0,"2207.10",0
"24131",1,"2208.20",0
"24131",1,"2208.30",0
"24131",1,"2208.40",0
"24131",1,"2208.50",0
"24131",1,"2208.60",0
"24131",1,"2208.70",0
"24139",0,"2208.90",0
"24211",0,"2204.10",0
"24212",1,"2204.21",0
"24212",1,"2204.29",0
"24212",1,"2204.30",0
"24220",1,"2205.10",0
"24220",1,"2205.90",0
"24230",0,"2206.00",0
"24310",0,"2203.00",0
"24320",1,"1107.10",0
"24320",1,"1107.20",0
"24410",1,"2201.10",0
"24410",1,"2201.90",1
"24490",1,"2202.10",0
"24490",1,"2202.90",0
"25010",0,"2401.20",0
"25020",1,"2402.10",0
"25020",1,"2402.20",0
"25020",1,"2402.90",0
"25090",1,"2403.11",0
"25090",1,"2403.19",0
"25090",1,"2403.91",0
"25090",1,"2403.99",0
"26110",0,"5002.00",0
"26130",1,"5101.21",0
"26130",1,"5101.29",0
"26130",1,"5101.30",0
"26140",0,"5103.10",0
"26150",1,"5105.10",0
"26150",1,"5105.21",0
"26150",1,"5105.29",0
"26150",1,"5105.31",0
"26150",1,"5105.39",0
"26150",1,"5105.40",0
"26160",0,"5203.00",0
"26170",0,"5303.90",0
"26190",1,"5301.21",0
"26190",1,"5301.29",0
"26190",1,"5301.30",0
"26190",1,"5302.90",0
"26190",1,"5305.00",1
"26210",1,"5506.10",0
"26210",1,"5506.20",0
"26210",1,"5506.30",0
"26210",1,"5506.90",0
"26220",0,"5507.00",0
"26310",1,"5004.00",0
"26310",1,"5005.00",0
"26310",1,"5006.00",0
"26320",1,"5106.10",0
"26320",1,"5107.10",0
"26330",1,"5106.20",0
"26330",1,"5107.20",0
"26340",1,"5108.10",0
"26340",1,"5108.20",0
"26340",1,"5109.10",0
"26340",1,"5109.90",0
"26340",1,"5110.00",0
"26350",1,"5204.11",0
"26350",1,"5204.19",0
"26350",1,"5204.20",0
"26360",1,"5205.11",0
"26360",1,"5205.12",0
"26360",1,"5205.13",0
"26360",1,"5205.14",0
"26360",1,"5205.15",0
"26360",1,"5205.21",0
"26360",1,"5205.22",0
"26360",1,"5205.23",0
"26360",1,"5205.24",0
"26360",1,"5205.26",0
"26360",1,"5205.27",0
"26360",1,"5205.28",0
"26360",1,"5205.31",0
"26360",1,"5205.32",0
"26360",1,"5205.33",0
"26360",1,"5205.34",0
"26360",1,"5205.35",0
"26360",1,"5205.41",0
"26360",1,"5205.42",0
"26360",1,"5205.43",0
"26360",1,"5205.44",0
"26360",1,"5205.46",0
"26360",1,"5205.47",0
"26360",1,"5205.48",0
"26360",1,"5207.10",0
"26370",1,"5206.11",0
"26370",1,"5206.12",0
"26370",1,"5206.13",0
"26370",1,"5206.14",0
"26370",1,"5206.15",0
"26370",1,"5206.21",0
"26370",1,"5206.22",0
"26370",1,"5206.23",0
"26370",1,"5206.24",0
"26370",1,"5206.25",0
"26370",1,"5206.31",0
"26370",1,"5206.32",0
"26370",1,"5206.33",0
"26370",1,"5206.34",0
"26370",1,"5206.35",0
"26370",1,"5206.41",0
"26370",1,"5206.42",0
"26370",1,"5206.43",0
"26370",1,"5206.44",0
"26370",1,"5206.45",0
"26370",1,"5207.90",0
"26380",1,"5306.10",0
"26380",1,"5306.20",0
"26380",1,"5307.10",0
"26380",1,"5307.20",0
"26380",1,"5308.10",0
"26380",1,"5308.20",0
"26380",1,"5308.90",0
"26410",1,"5401.10",0
"26410",1,"5401.20",0
"26410",1,"5508.10",0
"26410",1,"5508.20",0
"26421",1,"5402.61",0
"26421",1,"5402.62",0
"26421",1,"5402.69",0
"26421",1,"5403.41",0
"26421",1,"5403.42",0
"26421",1,"5403.49",0
"26422",0,"5406.00",0
"26430",1,"5509.11",0
"26430",1,"5509.12",0
"26430",1,"5509.21",0
"26430",1,"5509.22",0
"26430",1,"5509.31",0
"26430",1,"5509.32",0
"26430",1,"5509.41",0
"26430",1,"5509.42",0
"26430",1,"5511.10",0
"26440",1,"5509.51",0
"26440",1,"5509.52",0
"26440",1,"5509.53",0
"26440",1,"5509.59",0
"26440",1,"5509.61",0
"26440",1,"5509.62",0
"26440",1,"5509.69",0
"26440",1,"5509.91",0
"26440",1,"5509.92",0
"26440",1,"5509.99",0
"26440",1,"5511.20",0
"26450",1,"5510.11",0
"26450",1,"5510.12",0
"26461",1,"5510.20",0
"26461",1,"5510.30",0
"26461",1,"5510.90",0
"26462",0,"5511.30",0
"26510",1,"5007.10",0
"26510",1,"5007.20",0
"26510",1,"5007.90",0
"26520",1,"5111.11",0
"26520",1,"5111.19",0
"26530",1,"5112.11",0
"26530",1,"5112.19",0
"26540",1,"5111.20",0
"26540",1,"5111.30",0
"26540",1,"5111.90",0
"26540",1,"5112.20",0
"26540",1,"5112.30",0
"26540",1,"5112.90",0
"26550",0,"5113.00",0
"26560",1,"5309.11",0
"26560",1,"5309.19",0
"26560",1,"5309.21",0
"26560",1,"5309.29",0
"26570",1,"5310.10",0
"26570",1,"5310.90",0
"26590",0,"5311.00",0
"26610",1,"5208.11",0
"26610",1,"5208.12",0
"26610",1,"5208.13",0
"26610",1,"5208.19",0
"26610",1,"5208.21",0
"26610",1,"5208.22",0
"26610",1,"5208.23",0
"26610",1,"5208.29",0
"26610",1,"5208.31",0
"26610",1,"5208.32",0
"26610",1,"5208.33",0
"26610",1,"5208.39",0
"26610",1,"5208.41",0
"26610",1,"5208.42",0
"26610",1,"5208.43",0
"26610",1,"5208.49",0
"26610",1,"5208.51",0
"26610",1,"5208.52",0
"26610",1,"5208.59",0
"26620",1,"5209.11",0
"26620",1,"5209.12",0
"26620",1,"5209.19",0
"26620",1,"5209.21",0
"26620",1,"5209.22",0
"26620",1,"5209.29",0
"26620",1,"5209.31",0
"26620",1,"5209.32",0
"26620",1,"5209.39",0
"26620",1,"5209.41",0
"26620",1,"5209.42",0
"26620",1,"5209.43",0
"26620",1,"5209.49",0
"26620",1,"5209.51",0
"26620",1,"5209.52",0
"26620",1,"5209.59",0
"26630",1,"5210.11",0
"26630",1,"5210.19",0
"26630",1,"5210.21",0
"26630",1,"5210.29",0
"26630",1,"5210.31",0
"26630",1,"5210.32",0
"26630",1,"5210.39",0
"26630",1,"5210.41",0
"26630",1,"5210.49",0
"26630",1,"5210.51",0
"26630",1,"5210.59",0
"26630",1,"5211.11",0
"26630",1,"5211.12",0
"26630",1,"5211.19",0
"26630",1,"5211.20",0
"26630",1,"5211.31",0
"26630",1,"5211.32",0
"26630",1,"5211.39",0
"26630",1,"5211.41",0
"26630",1,"5211.42",0
"26630",1,"5211.43",0
"26630",1,"5211.49",0
"26630",1,"5211.51",0
"26630",1,"5211.52",0
"26630",1,"5211.59",0
"26690",1,"5212.11",0
"26690",1,"5212.12",0
"26690",1,"5212.13",0
"26690",1,"5212.14",0
"26690",1,"5212.15",0
"26690",1,"5212.21",0
"26690",1,"5212.22",0
"26690",1,"5212.23",0
"26690",1,"5212.24",0
"26690",1,"5212.25",0
"26710",1,"5407.10",0
"26710",1,"5407.20",0
"26710",1,"5407.30",0
"26710",1,"5408.10",0
"26720",1,"5407.41",0
"26720",1,"5407.42",0
"26720",1,"5407.43",0
"26720",1,"5407.44",0
"26720",1,"5407.51",0
"26720",1,"5407.52",0
"26720",1,"5407.53",0
"26720",1,"5407.54",0
"26720",1,"5407.61",0
"26720",1,"5407.69",0
"26720",1,"5407.71",0
"26720",1,"5407.72",0
"26720",1,"5407.73",0
"26720",1,"5407.74",0
"26720",1,"5408.21",0
"26720",1,"5408.22",0
"26720",1,"5408.23",0
"26720",1,"5408.24",0
"26730",1,"5407.81",0
"26730",1,"5407.82",0
"26730",1,"5407.83",0
"26730",1,"5407.84",0
"26730",1,"5407.91",0
"26730",1,"5407.92",0
"26730",1,"5407.93",0
"26730",1,"5407.94",0
"26730",1,"5408.31",0
"26730",1,"5408.32",0
"26730",1,"5408.33",0
"26730",1,"5408.34",0
"26740",1,"5512.11",0
"26740",1,"5512.19",0
"26740",1,"5512.21",0
"26740",1,"5512.29",0
"26740",1,"5512.91",0
"26740",1,"5512.99",0
"26750",1,"5516.11",0
"26750",1,"5516.12",0
"26750",1,"5516.13",0
"26750",1,"5516.14",0
"26760",1,"5513.11",0
"26760",1,"5513.12",0
"26760",1,"5513.13",0
"26760",1,"5513.19",0
"26760",1,"5513.21",0
"26760",1,"5513.23",0
"26760",1,"5513.29",0
"26760",1,"5513.31",0
"26760",1,"5513.39",0
"26760",1,"5513.41",0
"26760",1,"5513.49",0
"26760",1,"5514.11",0
"26760",1,"5514.12",0
"26760",1,"5514.19",0
"26760",1,"5514.21",0
"26760",1,"5514.22",0
"26760",1,"5514.23",0
"26760",1,"5514.29",0
"26760",1,"5514.30",0
"26760",1,"5514.41",0
"26760",1,"5514.42",0
"26760",1,"5514.43",0
"26760",1,"5514.49",0
"26760",1,"5516.41",0
"26760",1,"5516.42",0
"26760",1,"5516.43",0
"26760",1,"5516.44",0
"26770",1,"5515.13",0
"26770",1,"5515.22",0
"26770",1,"5516.31",0
"26770",1,"5516.32",0
"26770",1,"5516.33",0
"26770",1,"5516.34",0
"26790",1,"5515.11",0
"26790",1,"5515.12",0
"26790",1,"5515.19",0
"26790",1,"5515.21",0
"26790",1,"5515.29",0
"26790",1,"5515.91",0
"26790",1,"5515.99",0
"26790",1,"5516.21",0
"26790",1,"5516.22",0
"26790",1,"5516.23",0
"26790",1,"5516.24",0
"26790",1,"5516.91",0
"26790",1,"5516.92",0
"26790",1,"5516.93",0
"26790",1,"5516.94",0
"26810",1,"5801.21",0
"26810",1,"5801.22",0
"26810",1,"5801.23",0
"26810",1,"5801.26",0
"26810",1,"5801.27",0
"26820",1,"5801.31",0
"26820",1,"5801.32",0
"26820",1,"5801.33",0
"26820",1,"5801.36",0
"26820",1,"5801.37",0
"26830",1,"5801.10",0
"26830",1,"5801.90",0
"26840",1,"5802.11",0
"26840",1,"5802.19",0
"26850",0,"5802.20",0
"26860",0,"5803.00",0
"26880",0,"5802.30",0
"26890",1,"7019.40",0
"26890",1,"7019.51",0
"26890",1,"7019.52",0
"26890",1,"7019.59",0
"27110",1,"6301.20",0
"27110",1,"6301.30",0
"27110",1,"6301.40",0
"27110",1,"6301.90",0
"27120",1,"6302.10",0
"27120",1,"6302.21",0
"27120",1,"6302.22",0
"27120",1,"6302.29",0
"27120",1,"6302.31",0
"27120",1,"6302.32",0
"27120",1,"6302.39",0
"27120",1,"6302.40",0
"27120",1,"6302.51",0
"27120",1,"6302.53",0
"27120",1,"6302.59",0
"27120",1,"6302.60",0
"27120",1,"6302.91",0
"27120",1,"6302.93",0
"27120",1,"6302.99",0
"27130",1,"6303.12",0
"27130",1,"6303.19",0
"27130",1,"6303.91",0
"27130",1,"6303.92",0
"27130",1,"6303.99",0
"27140",1,"5805.00",0
"27140",1,"6304.11",0
"27140",1,"6304.19",0
"27140",1,"6304.91",0
"27140",1,"6304.92",0
"27140",1,"6304.93",0
"27140",1,"6304.99",0
"27140",1,"6308.00",0
"27150",1,"6305.10",0
"27150",1,"6305.20",0
"27150",1,"6305.32",0
"27150",1,"6305.33",0
"27150",1,"6305.39",0
"27150",1,"6305.90",0
"27160",1,"6306.12",0
"27160",1,"6306.19",0
"27160",1,"6306.22",0
"27160",1,"6306.29",0
"27160",1,"6306.30",0
"27160",1,"6306.40",0
"27160",1,"6306.90",0
"27170",0,"8804.00",0
"27180",1,"9404.30",0
"27180",1,"9404.90",0
"27190",1,"6307.10",0
"27190",1,"6307.20",0
"27190",1,"6307.90",0
"27210",1,"5701.10",0
"27210",1,"5701.90",0
"27220",1,"5702.10",0
"27220",1,"5702.20",0
"27220",1,"5702.31",0
"27220",1,"5702.32",0
"27220",1,"5702.39",0
"27220",1,"5702.41",0
"27220",1,"5702.42",0
"27220",1,"5702.49",0
"27220",1,"5702.50",0
"27220",1,"5702.91",0
"27220",1,"5702.92",0
"27220",1,"5702.99",0
"27230",1,"5703.10",0
"27230",1,"5703.20",0
"27230",1,"5703.30",0
"27230",1,"5703.90",0
"27290",1,"5704.10",0
"27290",1,"5704.90",0
"27290",1,"5705.00",0
"27310",1,"5607.21",0
"27310",1,"5607.29",0
"27310",1,"5607.41",0
"27310",1,"5607.49",0
"27310",1,"5607.50",0
"27310",1,"5607.90",0
"27320",1,"5608.11",0
"27320",1,"5608.19",0
"27320",1,"5608.90",0
"27320",1,"5609.00",0
"27911",1,"5806.10",0
"27911",1,"5806.20",0
"27911",1,"5806.31",0
"27911",1,"5806.32",0
"27911",1,"5806.39",0
"27911",1,"5806.40",0
"27911",1,"5807.10",0
"27911",1,"5807.90",0
"27911",1,"5808.10",0
"27911",1,"5808.90",0
"27912",1,"5804.10",0
"27912",1,"5804.21",0
"27912",1,"5804.29",0
"27912",1,"5804.30",0
"27913",1,"5810.10",0
"27913",1,"5810.91",0
"27913",1,"5810.92",0
"27913",1,"5810.99",0
"27921",1,"5602.10",0
"27921",1,"5602.21",0
"27921",1,"5602.29",0
"27921",1,"5602.90",0
"27922",1,"5603.11",0
"27922",1,"5603.12",0
"27922",1,"5603.13",0
"27922",1,"5603.14",0
"27922",1,"5603.91",0
"27922",1,"5603.92",0
"27922",1,"5603.93",0
"27922",1,"5603.94",0
"27991",1,"5601.21",0
"27991",1,"5601.22",0
"27991",1,"5601.29",0
"27991",1,"5601.30",0
"27992",1,"5604.10",0
"27992",1,"5604.90",0
"27993",0,"5605.00",0
"27994",0,"5809.00",0
"27995",0,"5606.00",0
"27996",1,"5902.10",0
"27996",1,"5902.20",0
"27996",1,"5902.90",0
"27997",1,"5901.10",0
"27997",1,"5901.90",0
"27997",1,"5903.10",0
"27997",1,"5903.20",0
"27997",1,"5903.90",0
"27997",1,"5907.00",0
"27998",1,"5908.00",0
"27998",1,"5909.00",0
"27998",1,"5910.00",0
"27998",1,"5911.10",0
"27998",1,"5911.20",0
"27998",1,"5911.31",0
"27998",1,"5911.32",0
"27998",1,"5911.40",0
"27998",1,"5911.90",0
"27999",0,"5811.00",0
"28110",1,"6001.10",0
"28110",1,"6001.21",0
"28110",1,"6001.22",0
"28110",1,"6001.29",0
"28110",1,"6001.91",0
"28110",1,"6001.92",0
"28110",1,"6001.99",0
"28190",1,"6002.40",0
"28190",1,"6002.90",0
"28190",1,"6003.10",0
"28190",1,"6003.20",0
"28190",1,"6003.30",0
"28190",1,"6003.40",0
"28190",1,"6003.90",0
"28190",1,"6004.10",0
"28190",1,"6004.90",0
"28190",1,"6005.21",0
"28190",1,"6005.22",0
"28190",1,"6005.23",0
"28190",1,"6005.24",0
"28190",1,"6005.31",0
"28190",1,"6005.32",0
"28190",1,"6005.33",0
"28190",1,"6005.34",0
"28190",1,"6005.41",0
"28190",1,"6005.42",0
"28190",1,"6005.43",0
"28190",1,"6005.44",0
"28190",1,"6005.90",0
"28190",1,"6006.10",0
"28190",1,"6006.21",0
"28190",1,"6006.22",0
"28190",1,"6006.23",0
"28190",1,"6006.24",0
"28190",1,"6006.31",0
"28190",1,"6006.32",0
"28190",1,"6006.33",0
"28190",1,"6006.34",0
"28190",1,"6006.41",0
"28190",1,"6006.42",0
"28190",1,"6006.43",0
"28190",1,"6006.44",0
"28190",1,"6006.90",0
"28210",1,"6115.10",0
"28210",1,"6115.21",0
"28210",1,"6115.22",0
"28210",1,"6115.29",0
"28210",1,"6115.30",0
"28210",1,"6115.94",0
"28210",1,"6115.95",0
"28210",1,"6115.96",0
"28210",1,"6115.99",0
"28221",1,"6101.20",0
"28221",1,"6101.30",0
"28221",1,"6101.90",0
"28221",1,"6103.10",0
"28221",1,"6103.22",0
"28221",1,"6103.23",0
"28221",1,"6103.29",0
"28221",1,"6103.31",0
"28221",1,"6103.32",0
"28221",1,"6103.33",0
"28221",1,"6103.39",0
"28221",1,"6103.41",0
"28221",1,"6103.42",0
"28221",1,"6103.43",0
"28221",1,"6103.49",0
"28222",1,"6105.10",0
"28222",1,"6105.20",0
"28222",1,"6105.90",0
"28222",1,"6107.11",0
"28222",1,"6107.12",0
"28222",1,"6107.19",0
"28222",1,"6107.21",0
"28222",1,"6107.22",0
"28222",1,"6107.29",0
"28222",1,"6107.91",0
"28222",1,"6107.99",0
"28223",1,"6102.10",0
"28223",1,"6102.20",0
"28223",1,"6102.30",0
"28223",1,"6102.90",0
"28223",1,"6104.13",0
"28223",1,"6104.19",0
"28223",1,"6104.22",0
"28223",1,"6104.23",0
"28223",1,"6104.29",0
"28223",1,"6104.31",0
"28223",1,"6104.32",0
"28223",1,"6104.33",0
"28223",1,"6104.39",0
"28223",1,"6104.41",0
"28223",1,"6104.42",0
"28223",1,"6104.43",0
"28223",1,"6104.44",0
"28223",1,"6104.49",0
"28223",1,"6104.51",0
"28223",1,"6104.52",0
"28223",1,"6104.53",0
"28223",1,"6104.59",0
"28223",1,"6104.61",0
"28223",1,"6104.62",0
"28223",1,"6104.63",0
"28223",1,"6104.69",0
"28224",1,"6106.10",0
"28224",1,"6106.20",0
"28224",1,"6106.90",0
"28224",1,"6108.11",0
"28224",1,"6108.19",0
"28224",1,"6108.21",0
"28224",1,"6108.22",0
"28224",1,"6108.29",0
"28224",1,"6108.31",0
"28224",1,"6108.32",0
"28224",1,"6108.39",0
"28224",1,"6108.91",0
"28224",1,"6108.92",0
"28224",1,"6108.99",0
"28225",1,"6109.10",0
"28225",1,"6109.90",0
"28226",1,"6110.11",0
"28226",1,"6110.12",0
"28226",1,"6110.19",0
"28226",1,"6110.20",0
"28226",1,"6110.30",0
"28226",1,"6110.90",0
"28227",1,"6111.20",0
"28227",1,"6111.30",0
"28227",1,"6111.90",0
"28228",1,"6112.11",0
"28228",1,"6112.12",0
"28228",1,"6112.19",0
"28228",1,"6112.20",0
"28228",1,"6112.31",0
"28228",1,"6112.39",0
"28228",1,"6112.41",0
"28228",1,"6112.49",0
"28228",1,"6114.20",0
"28228",1,"6114.30",0
"28228",1,"6114.90",0
"28229",1,"6116.10",0
"28229",1,"6116.91",0
"28229",1,"6116.92",0
"28229",1,"6116.93",0
"28229",1,"6116.99",0
"28229",1,"6117.10",0
"28229",1,"6117.80",0
"28229",1,"6117.90",0
"28231",1,"6201.11",0
"28231",1,"6201.12",0
"28231",1,"6201.13",0
"28231",1,"6201.19",0
"28231",1,"6201.91",0
"28231",1,"6201.92",0
"28231",1,"6201.93",0
"28231",1,"6201.99",0
"28231",1,"6203.11",0
"28231",1,"6203.12",0
"28231",1,"6203.19",0
"28231",1,"6203.22",0
"28231",1,"6203.23",0
"28231",1,"6203.29",0
"28231",1,"6203.31",0
"28231",1,"6203.32",0
"28231",1,"6203.33",0
"28231",1,"6203.39",0
"28231",1,"6203.41",0
"28231",1,"6203.42",0
"28231",1,"6203.43",0
"28231",1,"6203.49",0
"28232",1,"6205.20",0
"28232",1,"6205.30",0
"28232",1,"6205.90",0
"28232",1,"6207.11",0
"28232",1,"6207.19",0
"28232",1,"6207.21",0
"28232",1,"6207.22",0
"28232",1,"6207.29",0
"28232",1,"6207.91",0
"28232",1,"6207.99",0
"28233",1,"6202.11",0
"28233",1,"6202.12",0
"28233",1,"6202.13",0
"28233",1,"6202.19",0
"28233",1,"6202.91",0
"28233",1,"6202.92",0
"28233",1,"6202.93",0
"28233",1,"6202.99",0
"28233",1,"6204.11",0
"28233",1,"6204.12",0
"28233",1,"6204.13",0
"28233",1,"6204.19",0
"28233",1,"6204.21",0
"28233",1,"6204.22",0
"28233",1,"6204.23",0
"28233",1,"6204.29",0
"28233",1,"6204.31",0
"28233",1,"6204.32",0
"28233",1,"6204.33",0
"28233",1,"6204.39",0
"28233",1,"6204.41",0
"28233",1,"6204.42",0
"28233",1,"6204.43",0
"28233",1,"6204.44",0
